config,run,test_PCIP,test_MPIW,test_CWC,loss_sample,loss_coverage,loss_width,train_time_sec,gpu_mem_MB,param_count
dual_output(0)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(1)_use_width_loss(1),1,0.825,0.38570744,1.3658044649736205,0.003379811067134142,6.249988018680597e-06,0.017636792734265327,2.14,65.78,9090
dual_output(0)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(1)_use_width_loss(1),2,0.845,0.37063807,1.1508628528103557,0.0030936182010918856,0.00035156295052729547,0.017758553847670555,2.14,65.78,9090
dual_output(0)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(1)_use_width_loss(1),3,0.865,0.39981765,1.0987621076821947,0.0035425929818302393,2.4999952074722387e-05,0.018262088298797607,2.14,65.78,9090
dual_output(0)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(1)_use_width_loss(1),4,0.84,0.3737801,1.1983541648653884,0.002358929719775915,0.0002640629536472261,0.01758921705186367,2.15,65.78,9090
dual_output(1)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(0)_use_width_loss(0),0,1.0,1.1055075,1.717921129378711,0.0,0.0,0.0,2.05,65.78,9090
dual_output(1)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(0)_use_width_loss(0),1,1.0,1.054465,1.6386029171923295,0.0,0.0,0.0,2.08,65.78,9090
dual_output(1)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(0)_use_width_loss(0),2,1.0,1.1257938,1.7494454648780537,0.0,0.0,0.0,2.06,65.78,9090
dual_output(1)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(0)_use_width_loss(0),3,1.0,1.0666115,1.6574780570193328,2.1903215383645147e-06,0.0,0.0,2.04,65.78,9090
dual_output(1)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(0)_use_width_loss(0),4,1.0,1.0915608,1.6962484646592897,0.0,0.0,0.0,2.06,65.78,9090
dual_output(1)_fixed_margin(0.10)_use_sample_loss(1)_use_coverage_loss(1)_use_width_loss(1),0,0.525,0.20000003,9.88834138969167,0.013997023925185204,0.0315062515437603,0.009999999776482582,2.08,65.78,9025
dual_output(1)_fixed_margin(0.10)_use_sample_loss(1)_use_coverage_loss(1)_use_width_loss(1),1,0.56,0.20000003,7.035293655906529,0.014089133590459824,0.03950157016515732,0.009999999776482582,2.1,65.78,9025
dual_output(1)_fixed_margin(0.10)_use_sample_loss(1)_use_coverage_loss(1)_use_width_loss(1),2,0.54,0.20000003,8.542622580665975,0.012108027935028076,0.027225006371736526,0.009999999776482582,2.12,65.78,9025
dual_output(1)_fixed_margin(0.10)_use_sample_loss(1)_use_coverage_loss(1)_use_width_loss(1),3,0.515,0.20000003,10.904411649743228,0.014299771748483181,0.03018905594944954,0.009999999776482582,2.1,65.78,9025
dual_output(1)_fixed_margin(0.10)_use_sample_loss(1)_use_coverage_loss(1)_use_width_loss(1),4,0.53,0.20000003,9.417162358100638,0.014622515998780727,0.0478515625,0.009999999776482582,2.09,65.78,9025
dual_output(1)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(0)_use_width_loss(1),0,0.87,0.38990316,1.0408598284873771,0.002776541281491518,0.0,0.017913250252604485,2.14,65.78,9090
dual_output(1)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(0)_use_width_loss(1),1,0.875,0.4001811,1.0383678636802929,0.003043004311621189,0.0,0.018381496891379356,2.18,65.78,9090
dual_output(1)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(0)_use_width_loss(1),2,0.87,0.40395415,1.0783694062279092,0.0031829248182475567,0.0,0.018459683284163475,2.17,65.78,9090
dual_output(1)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(0)_use_width_loss(1),3,0.835,0.3894725,1.2899998568103075,0.0025371380615979433,0.0,0.017878016456961632,2.17,65.78,9090
dual_output(1)_fixed_margin(None)_use_sample_loss(1)_use_coverage_loss(0)_use_width_loss(1),4,0.88,0.40187386,1.014170046989396,0.0026585699524730444,0.0,0.01844704896211624,2.17,65.78,9090
